index_counter,name,latitude,longitude,region,auth_area,elevation
4347,Moston,53.512,-2.1846,North West,Greater Manchester,89
4348,Mount Vernon,55.845,-4.1232,Western Scotland,Glasgow,50
4349,Much Wenlock,52.5968,-2.5579,West Midlands,Shropshire,155
4350,Mullach Coire Mhic Fhearchair,57.7112,-5.274,Northern Scottish Highlands,Highland,1019
4351,Dane Hills,52.6373,-1.1676,East Midlands,Leicester,83
4352,Darlaston,52.5672,-2.0314,West Midlands,West Midlands Conurbation,138
4353,Dartington Hall Grounds,50.4547,-3.6893,South West,Devon,47
4354,Dartington Youth Hostel,50.4474,-3.7139,South West,Devon,23
4355,Darvel,55.6098,-4.2852,Western Scotland,East Ayrshire,100
4356,Davidson's Mains,55.9649,-3.273,Scottish Border,Edinburgh,56
4357,Derrygonnelly,54.4189,-7.818,Northern Ireland,County Fermanagh,65
4358,Derrymore House (Nt),54.19,-6.3948,Northern Ireland,County Armagh,87
4359,Derwent Independent Hostel,54.5705,-3.1312,North West,Cumbria,91
4360,Dimmingsdale Youth Hostel,52.9884,-1.9202,West Midlands,Staffordshire,174
4361,Dinas Powys,51.4334,-3.2145,Wales,Vale of Glamorgan,13
4362,Dingwall,57.5955,-4.427,Northern Scottish Highlands,Highland,5
4363,Divis,54.6138,-6.0201,Northern Ireland,County Antrim,483
4364,Dolgellau,52.7419,-3.8831,Wales,Gwynedd,14
4365,Dollar,56.164,-3.6762,Central Scotland,Clackmannanshire,42
4366,Dore,53.3321,-1.5354,Yorkshire & Humber,South Yorkshire,206
4367,Dornoch Firth,57.8583,-3.9647,Northern Scottish Highlands,Highland,0
4368,Dover Youth Hostel,51.1334,1.2975,South East,Kent,23
4369,Downend,51.4893,-2.4994,South West,South Gloucestershire,65
4370,Downpatrick Racecourse,54.3117,-5.7266,Northern Ireland,County Down,8
4371,Draperstown,54.7933,-6.7855,Northern Ireland,County Londonderry,76
4372,Draynes,50.4923,-4.5155,South West,Cornwall,188
4373,Dresden,52.9788,-2.1383,West Midlands,Stoke-on-Trent,142
4374,Dromore,54.4155,-6.1464,Northern Ireland,County Down,82
4375,Dronfield,53.302,-1.4664,East Midlands,Derbyshire,133
4376,Murrayfield (Stadium),55.9429,-3.2336,Scottish Border,Edinburgh,43
4377,Murton,54.8145,-1.3855,North East,Durham,103
4378,Mynachdy,51.5054,-3.2002,Wales,Cardiff,30
4379,Nab Wood,53.8316,-1.8075,Yorkshire & Humber,West Yorkshire,107
4380,Nailsea,51.4313,-2.755,South West,North Somerset,28
4381,New Addington,51.3494,-0.0142,South East,Greater London,121
4382,New Bolingbroke,53.1032,-0.044,East Midlands,Lincolnshire,2
4383,New Humberstone,52.6418,-1.0946,East Midlands,Leicester,61
4384,Newcastle (Beach),54.21,-5.889,Northern Ireland,County Down,0
4385,Newcastle Emlyn,52.0403,-4.467,Wales,Ceredigion,22
4386,Newcastleton,55.1793,-2.8119,Scottish Border,Scottish Borders,96
4387,Newcastleton (Mountain Bike Trail Centre),55.1776,-2.7825,Scottish Border,Scottish Borders,191
4388,Windsor Racecourse,51.4889,-0.6414,South East,Windsor and Maidenhead,20
4389,Winsford,53.194,-2.5183,North West,Cheshire West and Chester,28
4390,Winster Market House,53.139,-1.6392,East Midlands,Derbyshire,296
4391,Witton,52.5142,-1.8819,West Midlands,West Midlands Conurbation,94
4392,Wiveliscombe,51.0431,-3.3122,South West,Somerset,120
4393,Woodthorpe,53.3642,-1.4221,Yorkshire & Humber,South Yorkshire,168
4394,Woolavington,51.1676,-2.9329,South West,Somerset,28
4395,Wooler,55.5468,-2.0107,North East,Northumberland,66
4396,Wrenbury,53.0239,-2.6079,North West,Cheshire East,68
4397,Wylde Green,52.5485,-1.8235,West Midlands,West Midlands Conurbation,140
4398,Wythenshawe,53.3878,-2.2652,North West,Greater Manchester,53
4399,Dumbreck,55.8362,-4.3032,Western Scotland,Glasgow,29
4400,Dundee Airport,56.4522,-3.0124,Central Scotland,Dundee,1
4401,Dundee F.C.,56.4759,-2.9733,Central Scotland,Dundee,81
4402,Dundee United F.C.,56.4759,-2.9684,Central Scotland,Dundee,82
4403,Dundonnell House,57.8287,-5.1765,Northern Scottish Highlands,Highland,39
4404,Dunning,56.3128,-3.583,Central Scotland,Perth and Kinross,59
4405,Durness Youth Hostel,58.5646,-4.7219,Northern Scottish Highlands,Highland,38
4406,Dyffryn House Gardens,51.4415,-3.3075,Wales,Vale of Glamorgan,53
4407,Earby Youth Hostel,53.9151,-2.1283,North West,Lancashire,172
4408,East Ella,53.7474,-0.4038,Yorkshire & Humber,Kingston upon Hull,4
4409,East Howe,50.7564,-1.9,South West,Bournemouth,34
4410,East Meon,50.9939,-1.0362,South East,Hampshire,106
4411,East Wittering,50.7688,-0.87,South East,West Sussex,4
4412,Eastney,50.7877,-1.0517,South East,Portsmouth,2
4413,Eccleshall,52.8584,-2.2516,West Midlands,Staffordshire,92
4414,Edale Youth Hostel,53.3787,-1.791,East Midlands,Derbyshire,342
4415,Eden Project,50.3594,-4.7454,South West,Cornwall,96
4416,Edenbridge,51.1958,0.067,South East,Kent,41
4417,Edge Hill,53.4013,-2.9512,North West,Merseyside,55
4418,Edinburgh Airport,55.9483,-3.3447,Scottish Border,Edinburgh,33
4419,Newstead Abbey,53.0762,-1.1839,East Midlands,Nottinghamshire,103
4420,Newton Abbot Racecourse,50.5418,-3.5927,South West,Devon,7
4421,Newton Heath,53.4993,-2.1832,North West,Greater Manchester,81
4422,Newton-Le-Willows,53.4527,-2.6337,North West,Merseyside,32
4423,Newtownbutler,54.1819,-7.3597,Northern Ireland,County Fermanagh,54
4424,Neyland,51.7046,-4.9472,Wales,Pembrokeshire,2
4425,Northallerton,54.3378,-1.4284,Yorkshire & Humber,North Yorkshire,43
4426,Northwich,53.2595,-2.5169,North West,Cheshire West and Chester,19
4427,Norton Conyers,54.18,-1.5157,Yorkshire & Humber,North Yorkshire,29
4428,Nunwell,50.6833,-1.1567,South East,Isle of Wight,45
4429,Oadby,52.6026,-1.0767,East Midlands,Leicestershire,112
4430,Oak Hill,52.9921,-2.1954,West Midlands,Stoke-on-Trent,126
4431,Oakdale,50.7354,-1.9702,South West,Poole,17
4432,Oban,56.4152,-5.4698,Western Scotland,Argyll and Bute,9
4433,Oban Youth Hostel,56.4205,-5.479,Western Scotland,Argyll and Bute,5
4434,Edinburgh Pleasance Youth Hostel,55.9453,-3.1797,Scottish Border,Edinburgh,74
4435,Edmundbyers,54.8461,-1.9643,North East,Durham,220
4436,Eggbuckland,50.398,-4.111,South West,Plymouth,29
4437,Eididh Nan Clach Geala,57.8128,-4.9359,Northern Scottish Highlands,Highland,928
4438,Elton,53.5969,-2.3114,North West,Greater Manchester,101
4439,Elton Youth Hostel,53.1443,-1.659,East Midlands,Derbyshire,277
4440,Emmetts Garden,51.2506,0.1169,South East,Kent,196
4441,Enfield,51.654,-0.0814,South East,Greater London,30
4442,Epping,51.6999,0.1103,Eastern England,Essex,100
4443,Epping Forest Youth Hostel,51.6668,0.0323,Eastern England,Essex,67
4444,Epsom,51.3356,-0.2658,South East,Surrey,43
4445,Ernesettle,50.4188,-4.1739,South West,Plymouth,35
4446,Erskine,55.9093,-4.4611,Western Scotland,Renfrewshire,19
4447,Ervie,54.9655,-5.1239,Scottish Border,Dumfries and Galloway,48
4448,Evington,52.6234,-1.0688,East Midlands,Leicester,103
4449,Exhall,52.4613,-1.4815,West Midlands,Warwickshire,100
4450,Eynsham,51.7812,-1.3755,South East,Oxfordshire,70
4451,Fairfield (Nr Tameside),53.4762,-2.1504,North West,Greater Manchester,90
4452,Fallowfield,53.4408,-2.2245,North West,Greater Manchester,37
4453,Farnworth,53.5456,-2.4025,North West,Greater Manchester,110
4454,Farsley,53.8117,-1.6701,Yorkshire & Humber,West Yorkshire,114
4455,Felbrigg Hall,52.9095,1.265,Eastern England,Norfolk,70
4456,Ottery St. Mary,50.7521,-3.2791,South West,Devon,54
4457,Out Skerries Airstrip,60.4257,-0.7467,Orkney and Shetland,Shetland Islands,9
4458,Ovenden,53.743,-1.8764,Yorkshire & Humber,West Yorkshire,183
4459,Oxburgh Hall,52.5827,0.573,Eastern England,Norfolk,12
4460,Paignton,50.4346,-3.563,South West,Torbay,3
4461,Painshawfield,54.9408,-1.8947,North East,Northumberland,85
4462,Parcevall Hall Gardens Appletreewick,54.0374,-1.9075,Yorkshire & Humber,North Yorkshire,166
4463,Pencarrow,50.5047,-4.7622,South West,Cornwall,99
4464,Penhurst,50.9221,0.4109,South East,East Sussex,54
4465,Penistone,53.5259,-1.624,Yorkshire & Humber,South Yorkshire,214
4466,Pensnett,52.5002,-2.1336,West Midlands,West Midlands Conurbation,134
4467,Pentwyn,51.53,-3.142,Wales,Cardiff,36
4468,Fenton,52.9979,-2.1567,West Midlands,Stoke-on-Trent,140
4469,Fernhill,53.5997,-2.2989,North West,Greater Manchester,85
4470,Ferryhill,54.6879,-1.5516,North East,Durham,152
4471,Filey,54.2099,-0.2889,Yorkshire & Humber,North Yorkshire,34
4472,Filton,51.5074,-2.5751,South West,South Gloucestershire,87
4473,Fionn Bheinn,57.6101,-5.1016,Northern Scottish Highlands,Highland,933
4474,Fionnphort,56.325,-6.3688,Western Scotland,Argyll and Bute,19
4475,Fishguard Bay,52.0146,-4.9499,Wales,Pembrokeshire,0
4476,Foleshill,52.4356,-1.4925,West Midlands,West Midlands Conurbation,100
4477,Forfar,56.6436,-2.8876,Central Scotland,Angus,65
4478,Fort Fun Eastbourne,50.7823,0.3192,South East,East Sussex,1
4479,Foubister,58.9185,-2.8368,Orkney and Shetland,Orkney Islands,24
4480,Frimley,51.3155,-0.7424,South East,Surrey,66
4481,Gairich,57.041,-5.2541,Northern Scottish Highlands,Highland,919
4482,Galston,55.6016,-4.3813,Western Scotland,East Ayrshire,50
4483,Garforth,53.7919,-1.3883,Yorkshire & Humber,West Yorkshire,66
4484,Geal Charn (917m),56.8778,-4.2998,Northern Scottish Highlands,Highland,917
4485,Geal Charn (926m),57.0583,-4.3725,Northern Scottish Highlands,Highland,926
4486,People's Park St Helier,49.1902,-2.1142,South West,Jersey,27
4487,Perranporth Youth Hostel,50.3437,-5.1585,South West,Cornwall,47
4488,Pewsey,51.3388,-1.7634,South West,Wiltshire,109
4489,Pirton,51.9738,-0.3369,Eastern England,Hertfordshire,63
4490,Pitmedden Garden,57.3428,-2.1905,Eastern Scottish Highlands,Aberdeenshire,64
4491,Pleck,52.5734,-2.0037,West Midlands,West Midlands Conurbation,123
4492,Plymouth Argyle F.C.,50.3873,-4.1451,South West,Plymouth,33
4493,Polzeath,50.5746,-4.9159,South West,Cornwall,0
4494,Pontardawe,51.72,-3.852,Wales,Neath Port Talbot,38
4495,Pontefract Racecourse,53.7017,-1.3372,Yorkshire & Humber,West Yorkshire,32
4496,Pontyberem,51.7774,-4.1723,Wales,Carmarthenshire,52
4497,Pontypool,51.6973,-3.0374,Wales,Torfaen,152
4498,Port Lympne,51.0727,1.0028,South East,Kent,38
4499,Portobello (Edinburgh),55.9529,-3.1125,Scottish Border,Edinburgh,9
4500,Portrush (Beach),55.201,-6.657,Northern Ireland,County Antrim,0
4501,Portsea,50.7983,-1.1059,South East,Portsmouth,1
4502,Portsmouth Youth Hostel,50.8443,-1.0722,South East,Portsmouth,8
4503,Portsoy,57.6812,-2.6868,Eastern Scottish Highlands,Aberdeenshire,23
4504,Ystradfellte Youth Hostel,51.8034,-3.5599,Wales,Powys,298
4505,Abbey Dore Court Garden,51.9716,-2.8842,West Midlands,Herefordshire,117
4506,Abbey Hulton,53.0333,-2.14,West Midlands,Stoke-on-Trent,128
4507,Abbeydale,53.3353,-1.5091,Yorkshire & Humber,South Yorkshire,110
4508,Abbotsbury Sub-Tropical Gardens,50.6602,-2.611,South West,Dorset,14
4509,Abercarn,51.6459,-3.1323,Wales,Caerphilly,128
4510,Aberconwy House,53.289,-3.8456,Wales,Conwy,4
4511,Aberdeen Airport,57.2073,-2.2032,Eastern Scottish Highlands,Aberdeen,64
4512,Aberdeen Youth Hostel,57.145,-2.1432,Eastern Scottish Highlands,Aberdeen,81
4513,Abertillery,51.7313,-3.1336,Wales,Blaenau Gwent,210
4514,Aboyne,57.0768,-2.7788,Eastern Scottish Highlands,Aberdeenshire,129
4515,A'Chailleach (Fannaich Region),57.6926,-5.1328,Northern Scottish Highlands,Highland,999
4516,Achininver Youth Hostel,57.9968,-5.3138,Northern Scottish Highlands,Highland,21
4517,Acomb Youth Hostel,54.9955,-2.1065,North East,Northumberland,75
4518,Alcester,52.2149,-1.8662,West Midlands,Warwickshire,40
4519,Alder Forest,53.4929,-2.3696,North West,Greater Manchester,27
4520,Alston Youth Hostel,54.8052,-2.4369,North West,Cumbria,308
4521,Alt,53.526,-2.0786,North West,Greater Manchester,159
4522,Alwoodley,53.8632,-1.5398,Yorkshire & Humber,West Yorkshire,145
4523,Am Bodach,56.7428,-4.9823,Northern Scottish Highlands,Highland,1032
4524,An Cala Garden,56.2961,-5.638,Western Scotland,Argyll and Bute,91
4525,Gerrards Cross,51.5819,-0.556,South East,Buckinghamshire,83
4526,Gilbent,53.3562,-2.201,North West,Greater Manchester,79
4527,Gilbertstone,52.4607,-1.8007,West Midlands,West Midlands Conurbation,134
4528,Gilling Castle Grounds,54.1854,-1.0804,Yorkshire & Humber,North Yorkshire,55
4529,Girlington,53.8029,-1.7999,Yorkshire & Humber,West Yorkshire,165
4530,Glas Bheinn Mhor,56.5405,-5.0061,Northern Scottish Highlands,Argyll and Bute,993
4531,Glas Leathad Mor,57.6816,-4.5753,Northern Scottish Highlands,Highland,1046
4532,Glasgow Botanic Gardens,55.8848,-4.2926,Western Scotland,Glasgow,29
4533,Gledhow,53.8321,-1.5164,Yorkshire & Humber,West Yorkshire,123
4534,Glenarm Castle Walled Garden,54.9621,-5.9612,Northern Ireland,County Antrim,19
4535,Glenfarg,56.2806,-3.4027,Central Scotland,Perth and Kinross,159
4536,Glyndebourne,50.8798,0.0561,South East,East Sussex,53
4537,Gnosall,52.7851,-2.2545,West Midlands,Staffordshire,99
4538,Golden Acre Park,53.8731,-1.5909,Yorkshire & Humber,West Yorkshire,143
4539,Goldenhill,53.0718,-2.2146,West Midlands,Stoke-on-Trent,192
4540,Goodwood Racecourse,50.8986,-0.7322,South East,West Sussex,149
4541,Goodworth Clatford,51.1779,-1.4846,South East,Hampshire,55
4542,Goose Green,53.528,-2.6477,North West,Greater Manchester,32
4543,Gornalwood,52.5132,-2.1315,West Midlands,West Midlands Conurbation,108
4544,Gorton,53.4626,-2.1758,North West,Greater Manchester,65
4545,Gosport,50.7945,-1.1161,South East,Hampshire,1
4546,Powburn,55.4397,-1.8999,North East,Northumberland,94
4547,Powis Castle Garden,52.6505,-3.17,Wales,Powys,230
4548,Poynton,53.3484,-2.1201,North West,Cheshire East,92
4549,Presteigne,52.2717,-3.0038,Wales,Powys,156
4550,Preston North End F.C.,53.7727,-2.6883,North West,Lancashire,40
4551,Prestwick,55.4956,-4.6129,Western Scotland,South Ayrshire,7
4552,Primrose Hill,52.4858,-2.0768,West Midlands,West Midlands Conurbation,143
4553,Priorwood Garden,55.5936,-2.715,Scottish Border,Scottish Borders,177
4554,Quarry Bank,52.4717,-2.101,West Midlands,West Midlands Conurbation,116
4555,Queensbury,53.7697,-1.8411,Yorkshire & Humber,West Yorkshire,330
4556,Queensferry (Flintshire),53.208,-3.0187,Wales,Flintshire,2
4557,Queslett,52.5538,-1.8986,West Midlands,West Midlands Conurbation,154
4558,Quinton Green,52.1704,-0.8542,East Midlands,Northamptonshire,107
4559,Raasay Youth Hostel,57.3636,-6.0753,Northern Scottish Highlands,Highland,38
4560,Rainford,53.5012,-2.7857,North West,Merseyside,40
4561,Rainthorpe Hall,52.5252,1.2496,Eastern England,Norfolk,15
4562,Randalstown,54.7501,-6.3193,Northern Ireland,County Antrim,32
4563,Rattray Bay,57.5826,-1.806,Eastern Scottish Highlands,Aberdeenshire,0
4564,Raunds,52.3413,-0.5395,East Midlands,Northamptonshire,50
4565,Ravelston,55.954,-3.2426,Scottish Border,Edinburgh,50
4566,Ravenstor Youth Hostel,53.2558,-1.7667,East Midlands,Derbyshire,225
4567,Rawtenstall,53.6994,-2.2897,North West,Lancashire,169
4568,Rayleigh,51.5859,0.6065,Eastern England,Essex,62
4569,Reading F.C.,51.4216,-0.9816,South East,Reading,38
4570,Reddish,53.4418,-2.1582,North West,Greater Manchester,78
4571,Redhill Aerodrome & Heliport,51.2103,-0.1411,South East,Surrey,61
4572,Redruth,50.2325,-5.2256,South West,Cornwall,114
4573,Reepham,52.7621,1.1125,Eastern England,Norfolk,37
4574,An Stuc,56.5605,-4.2145,Central Scotland,Perth and Kinross,1118
4575,Anne Hathaway's Cottage,52.1894,-1.7388,West Midlands,Warwickshire,65
4576,Antony House,50.3847,-4.2288,South West,Cornwall,26
4577,Arbuthnott House,56.8664,-2.3333,Eastern Scottish Highlands,Aberdeenshire,39
4578,Ardencraig Gardens,55.8391,-5.0348,Western Scotland,Argyll and Bute,94
4579,Ardsley,53.5448,-1.4118,Yorkshire & Humber,South Yorkshire,79
4580,Arduaine Gardens,56.2341,-5.5604,Western Scotland,Argyll and Bute,28
4581,Armagh Youth Hostel,54.3481,-6.6603,Northern Ireland,County Armagh,50
4582,Armathwaite,54.8073,-2.7686,North West,Cumbria,57
4583,Ashburton,50.5153,-3.7502,South West,Devon,78
4584,Askern,53.617,-1.1542,Yorkshire & Humber,South Yorkshire,21
4585,Axminster,50.7822,-2.9936,South West,Devon,52
4586,Great Chell,53.0703,-2.197,West Midlands,Stoke-on-Trent,182
4587,Great Comp Garden,51.2836,0.3475,South East,Kent,114
4588,Great Shelford,52.1481,0.1401,Eastern England,Cambridgeshire,18
4589,Great Yarmouth Youth Hostel,52.6138,1.734,Eastern England,Norfolk,2
4590,Groombridge Place Gardens,51.1166,0.1832,South East,Kent,47
4591,Guns Village,52.5226,-2.0035,West Midlands,West Midlands Conurbation,159
4592,Hackenthorpe,53.3479,-1.3671,Yorkshire & Humber,South Yorkshire,73
4593,Hadspen House,51.0763,-2.4823,South West,Somerset,118
4594,Halstead,51.9446,0.6407,Eastern England,Essex,49
4595,Hampton Court Palace,51.4007,-0.3337,South East,Greater London,4
4596,Rhuddlan,53.2917,-3.467,Wales,Denbighshire,9
4597,Rhydymain,52.7809,-3.776,Wales,Gwynedd,124
4598,Richmond (North Yorkshire),54.4033,-1.7311,Yorkshire & Humber,North Yorkshire,89
4599,Richmond (South Yorkshire),53.3662,-1.3901,Yorkshire & Humber,South Yorkshire,101
4600,Risegate,52.8519,-0.1926,East Midlands,Lincolnshire,3
4601,Roberttown,53.6992,-1.701,Yorkshire & Humber,West Yorkshire,133
4602,Robin Hood Doncaster Sheffield Airport,53.4791,-1.008,Yorkshire & Humber,South Yorkshire,12
4603,Rochester Youth Hostel,51.3576,0.5601,South East,Medway,56
4604,Rock Ferry,53.3741,-3.0062,North West,Merseyside,10
4605,Rodway Hill,51.4772,-2.4793,South West,South Gloucestershire,69
4606,Romiley,53.4147,-2.0756,North West,Greater Manchester,121
4607,Rossendale Ski Centre,53.7063,-2.3049,North West,Lancashire,340
4608,Rossmore,50.7387,-1.9141,South West,Poole,40
4609,Rough Tor,50.6023,-3.9678,South West,Devon,546
4610,Roundthorn,53.3941,-2.298,North West,Greater Manchester,35
4611,Rousham House,51.9165,-1.3004,South East,Oxfordshire,72
4612,Rowallane Garden (Nt),54.4478,-5.8242,Northern Ireland,County Down,91
4613,Rowen Youth Hostel,53.2287,-3.8706,Wales,Conwy,146
4614,Rowley Regis,52.4883,-2.0446,West Midlands,West Midlands Conurbation,210
4615,Royal Bath & West Showground,51.1561,-2.5265,South West,Somerset,90
4616,Royal Liverpool Golf Club,53.3845,-3.1894,North West,Merseyside,8
4617,Chiswell Green,51.7256,-0.371,Eastern England,Hertfordshire,101
4618,Royal Portrush Golf Club,55.2027,-6.6249,Northern Ireland,County Antrim,18
4619,Royal Troon Golf Club,55.5284,-4.6397,Western Scotland,South Ayrshire,4
4620,Royal Tunbridge Wells,51.1318,0.2669,South East,Kent,112
4621,Royston (South Yorkshire),53.5995,-1.4524,Yorkshire & Humber,South Yorkshire,71
4622,Ruabon,52.9863,-3.0394,Wales,Wrexham,114
4623,Ruchazie,55.8721,-4.1609,Western Scotland,Glasgow,85
4624,Rushall (Norfolk),52.3971,1.2303,Eastern England,Norfolk,38
4625,Rushall (West Midlands),52.6066,-1.9581,West Midlands,West Midlands Conurbation,133
4626,West Mersea,51.7772,0.9305,Eastern England,Essex,14
4627,Westbury (Shropshire),52.6785,-2.9499,West Midlands,Shropshire,130
4628,Westbury On Trym,51.492,-2.6185,South West,Bristol,33
4629,Westhall,57.3288,-2.5402,Eastern Scottish Highlands,Aberdeenshire,119
4630,Westhill,57.1557,-2.2755,Eastern Scottish Highlands,Aberdeenshire,134
4631,Westonbirt - The National Arboretum,51.6072,-2.2145,South West,Gloucestershire,131
4632,Westville,53.0225,-1.221,East Midlands,Nottinghamshire,92
4633,Wetherby Racecourse,53.932,-1.3581,Yorkshire & Humber,West Yorkshire,29
4634,Wheeldale Youth Hostel,54.3739,-0.7443,Yorkshire & Humber,North Yorkshire,193
4635,Whitchurch (Shropshire),52.9684,-2.6807,West Midlands,Shropshire,92
4636,Whitemoor,52.9747,-1.1813,East Midlands,Nottingham,40
4637,Whitworth,53.6602,-2.171,North West,Lancashire,240
4638,Wick (Highland),58.4392,-3.0922,Northern Scottish Highlands,Highland,16
4639,Wickford,51.6109,0.5223,Eastern England,Essex,6
4640,Wicksteed Park,52.3815,-0.7062,East Midlands,Northamptonshire,57
4641,Wide Firth,59.022,-3.0308,Orkney and Shetland,Orkney Islands,0
4642,Wightwick Manor,52.5869,-2.2002,West Midlands,West Midlands Conurbation,120
4643,Wigton,54.8254,-3.1598,North West,Cumbria,30
4644,Wigtown,54.8671,-4.443,Scottish Border,Dumfries and Galloway,41
4645,Ballyclare,54.7524,-6.0022,Northern Ireland,County Antrim,81
4646,Banchory,57.054,-2.4894,Eastern Scottish Highlands,Aberdeenshire,71
4647,Bangor Youth Hostel,53.2292,-4.1134,Wales,Gwynedd,58
4648,Barley,52.0272,0.0368,Eastern England,Hertfordshire,97
4649,Barmouth,52.7226,-4.0548,Wales,Gwynedd,5
4650,Barnoldswick,53.9128,-2.1854,North West,Lancashire,180
4651,Barrhead,55.7967,-4.3964,Western Scotland,East Renfrewshire,61
4652,Barton-Upon-Humber,53.6864,-0.4417,Yorkshire & Humber,North Lincolnshire,8
4653,Bassett,50.9437,-1.4038,South East,Southampton,76
4654,Bathgate,55.9024,-3.6417,Scottish Border,West Lothian,141
4655,Batsford Arboretum,51.9996,-1.7343,South West,Gloucestershire,195
4656,Bearwood,50.7678,-1.9292,South West,Poole,30
4657,Beaumont Leys,52.6703,-1.168,East Midlands,Leicester,88
4658,Bedgebury,51.0751,0.453,South East,Kent,70
4659,Bedminster,51.4382,-2.6021,South West,Bristol,22
4660,Bedwas,51.5924,-3.1985,Wales,Caerphilly,67
4661,Hamstead,52.5366,-1.937,West Midlands,West Midlands Conurbation,113
4662,Hamsterley,54.6699,-1.8639,North East,Durham,227
4663,Harbour Park Amusements Littlehampton,50.802,-0.5369,South East,West Sussex,1
4664,Hardwick Hall,53.1703,-1.3141,East Midlands,Derbyshire,116
4665,Hare Hill,53.2889,-2.1854,North West,Cheshire East,150
4666,Harpurhey,53.5062,-2.2141,North West,Greater Manchester,71
4667,Hart Hill,51.8872,-0.4057,Eastern England,Luton,130
4668,Harwood,53.6022,-2.3802,North West,Greater Manchester,130
4669,Hatfield (Hertfordshire),51.7629,-0.2215,Eastern England,Hertfordshire,85
4670,Heanor,53.0135,-1.3522,East Midlands,Derbyshire,121
4671,Heathfield,50.9726,0.2628,South East,East Sussex,182
4672,Heaton (Greater Manchester),53.5789,-2.4679,North West,Greater Manchester,140
4673,Hednesford,52.7112,-1.9989,West Midlands,Staffordshire,164
4674,Rydal Mount,54.4499,-2.9806,North West,Cumbria,110
4675,Rylands,52.9161,-1.2039,East Midlands,Nottinghamshire,24
4676,Saffron Walden,52.0258,0.2425,Eastern England,Essex,61
4677,Saileag,57.1788,-5.2757,Northern Scottish Highlands,Highland,959
4678,St Agnes Leisure Park,50.3116,-5.2114,South West,Cornwall,130
4679,St Austell,50.3367,-4.7869,South West,Cornwall,79
4680,St Cross South Elmham,52.4047,1.3768,Eastern England,Suffolk,23
4681,St George,51.4594,-2.5361,South West,Bristol,69
4682,St Helens,53.4561,-2.7357,North West,Merseyside,36
4683,St Helier,49.1843,-2.1025,South West,Jersey,16
4684,St Pancras Youth Hostel,51.525,-0.1257,South East,Greater London,22
4685,St Paul's Walden,51.8836,-0.2632,Eastern England,Hertfordshire,124
4686,Sharpitor (Salcombe),50.2226,-3.7857,South West,Devon,93
4687,Saltburn-By-The-Sea,54.5814,-0.9735,North East,Redcar and Cleveland,52
4688,Saltcoats,55.6377,-4.7822,Western Scotland,North Ayrshire,13
4689,Saltley,52.492,-1.8572,West Midlands,West Midlands Conurbation,97
4690,Sanaigmore,55.8494,-6.4141,Western Scotland,Argyll and Bute,18
4691,Sandal Magna,53.658,-1.4843,Yorkshire & Humber,West Yorkshire,53
4692,Sandbach,53.1463,-2.366,North West,Cheshire East,66
4693,Sandend,57.685,-2.744,Eastern Scottish Highlands,Aberdeenshire,0
4694,Sandown Park Racecourse,51.3741,-0.3638,South East,Surrey,28
4695,Sandy,52.1309,-0.2919,Eastern England,Central Bedfordshire,23
4696,Sandy Lane,53.8142,-1.8343,Yorkshire & Humber,West Yorkshire,224
4697,Santa Pod Raceway,52.2423,-0.6117,Eastern England,Bedford,92
4698,Scardroy,57.5194,-4.988,Northern Scottish Highlands,Highland,154
4699,Scotney Castle Garden,51.0975,0.4103,South East,Kent,66
4700,Scotswood,54.9729,-1.6925,North East,Newcastle upon Tyne,31
4701,Beeston (West Yorkshire),53.7738,-1.5636,Yorkshire & Humber,West Yorkshire,73
4702,Beinn A' Chaorainn (Highland),56.9255,-4.6546,Northern Scottish Highlands,Highland,1050
4703,Beinn A' Chlaidheimh,57.7464,-5.2592,Northern Scottish Highlands,Highland,914
4704,Beinn Fhionnlaidh (Highland),57.3061,-5.1289,Northern Scottish Highlands,Highland,1005
4705,Beinn Heasgarnich,56.5122,-4.5778,Central Scotland,Perth and Kinross,1076
4706,Beinn Liath Mhor Fannaich,57.7059,-4.9857,Northern Scottish Highlands,Highland,954
4707,Beinn Nan Aighenan,56.519,-5.0127,Western Scotland,Argyll and Bute,957
4708,Beinn Tarsuinn,57.7034,-5.2988,Northern Scottish Highlands,Highland,936
4709,Beinn Teallach,56.9363,-4.6958,Northern Scottish Highlands,Highland,915
4710,Belgrave,52.6576,-1.1204,East Midlands,Leicester,52
4711,Bell Cottage Garden,53.2266,-2.5512,North West,Cheshire West and Chester,32
4712,Belle Vale,52.4567,-2.0726,West Midlands,West Midlands Conurbation,113
4713,Bellingham,55.1457,-2.2526,North East,Northumberland,123
4714,Belsay Hall Castle And Gardens,55.1026,-1.8641,North East,Northumberland,120
4715,Ben Macdui,57.0724,-3.668,Eastern Scottish Highlands,Aberdeenshire,1309
4716,Ben Vane,56.2497,-4.778,Western Scotland,Argyll and Bute,916
4717,Ben Vorlich (Perth & Kinross),56.3462,-4.2136,Central Scotland,Perth and Kinross,985
4718,Hessle,53.7236,-0.4332,Yorkshire & Humber,East Riding of Yorkshire,7
4719,Hill View,50.7621,-2.0221,South West,Dorset,81
4720,Hilton Park,53.5205,-2.2765,North West,Greater Manchester,75
4721,Hogganfield,55.8774,-4.1638,Western Scotland,Glasgow,91
4722,Holmes Chapel,53.201,-2.3548,North West,Cheshire East,60
